trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
364,FALSE,"{'a': 0.01, 'e': 0.02625234396568796}",20,4,24.68832841,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,FALSE,"{'a': 0.01, 'e': 0.025991128778755347}",20,15,10.57978141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,FALSE,"{'a': 0.01, 'e': 0.02573251272635994}",20,15,9.58954708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,FALSE,"{'a': 0.01, 'e': 0.025476469946681016}",20,0,25.39412417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
368,FALSE,"{'a': 0.01, 'e': 0.025222974835227212}",35,14,36.9693446,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,FALSE,"{'a': 0.01, 'e': 0.024972002042276155}",25,3,32.88547024,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,FALSE,"{'a': 0.01, 'e': 0.024723526470339388}",25,0,32.44920555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,FALSE,"{'a': 0.01, 'e': 0.02447752327165267}",20,4,29.05190066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,FALSE,"{'a': 0.01, 'e': 0.024233967845691113}",20,8,20.98783518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,FALSE,"{'a': 0.01, 'e': 0.023992835836709175}",35,7,46.08768591,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,FALSE,"{'a': 0.01, 'e': 0.023754103131304997}",20,7,20.348637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,FALSE,"{'a': 0.01, 'e': 0.023517745856009107}",35,15,35.34985837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,FALSE,"{'a': 0.01, 'e': 0.023283740374897}",20,7,12.28510675,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,FALSE,"{'a': 0.01, 'e': 0.02305206328722557}",20,16,8.835537715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,FALSE,"{'a': 0.01, 'e': 0.02282269142509297}",25,11,24.36296181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,FALSE,"{'a': 0.01, 'e': 0.022595601851121864}",25,17,13.09956676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,FALSE,"{'a': 0.01, 'e': 0.02237077185616559}",20,7,24.14273692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,FALSE,"{'a': 0.01, 'e': 0.022148178957037315}",25,18,9.184326459,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,FALSE,"{'a': 0.01, 'e': 0.02192780089426161}",20,11,17.61029015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,FALSE,"{'a': 0.01, 'e': 0.02170961562984857}",25,13,20.8929823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,FALSE,"{'a': 0.01, 'e': 0.021493601345089923}",25,12,25.58818112,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,FALSE,"{'a': 0.01, 'e': 0.02127973643837717}",20,6,25.80660928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,FALSE,"{'a': 0.01, 'e': 0.021067999523041434}",20,12,12.56755178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,FALSE,"{'a': 0.01, 'e': 0.02085836942521472}",25,3,34.20995832,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,FALSE,"{'a': 0.01, 'e': 0.020650825181712566}",25,15,19.0955066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,FALSE,"{'a': 0.01, 'e': 0.020445346037937653}",25,16,15.78708427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,FALSE,"{'a': 0.01, 'e': 0.02024191144580439}",25,15,19.30562807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,FALSE,"{'a': 0.01, 'e': 0.020040501061684014}",20,12,18.9175497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,FALSE,"{'a': 0.01, 'e': 0.019841094744370288}",25,13,19.41155407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,FALSE,"{'a': 0.01, 'e': 0.019643672553065292}",30,19,20.11457466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,FALSE,"{'a': 0.01, 'e': 0.01944821474538539}",25,7,27.50728251,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,FALSE,"{'a': 0.01, 'e': 0.01925470177538692}",20,15,8.109046582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,FALSE,"{'a': 0.01, 'e': 0.019063114291611637}",25,16,13.56358388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,FALSE,"{'a': 0.01, 'e': 0.018873433135151486}",25,12,16.63894903,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,FALSE,"{'a': 0.01, 'e': 0.018685639337732773}",20,1,27.96443964,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,FALSE,"{'a': 0.01, 'e': 0.018499714119819242}",20,4,24.06423824,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,FALSE,"{'a': 0.01, 'e': 0.01831563888873418}",30,20,17.5882323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,FALSE,"{'a': 0.01, 'e': 0.018133395236801075}",25,2,37.1299365,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,FALSE,"{'a': 0.01, 'e': 0.01795296493950285}",25,9,26.62385822,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,FALSE,"{'a': 0.01, 'e': 0.01777432995365944}",20,6,21.48953328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,FALSE,"{'a': 0.01, 'e': 0.017597472415623393}",25,8,28.51065719,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,FALSE,"{'a': 0.01, 'e': 0.017422374639493515}",20,7,24.05941836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,FALSE,"{'a': 0.01, 'e': 0.017249019115346265}",25,14,18.65261478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,FALSE,"{'a': 0.01, 'e': 0.017077388507484793}",20,12,17.23606205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,FALSE,"{'a': 0.01, 'e': 0.01690746565270528}",25,18,13.66090636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,FALSE,"{'a': 0.01, 'e': 0.016739233558580632}",20,7,21.73166422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,FALSE,"{'a': 0.01, 'e': 0.016572675401761255}",25,0,31.51464085,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,FALSE,"{'a': 0.01, 'e': 0.016407774526292645}",20,6,23.96551666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,FALSE,"{'a': 0.01, 'e': 0.01624451444194987}",30,5,34.91250515,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,FALSE,"{'a': 0.01, 'e': 0.016082878822588433}",20,6,23.14511031,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,FALSE,"{'a': 0.01, 'e': 0.015922851504511698}",30,11,31.15015477,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,FALSE,"{'a': 0.01, 'e': 0.015764416484854486}",25,12,23.51694245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,FALSE,"{'a': 0.01, 'e': 0.01560755791998283}",25,7,32.95661205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,FALSE,"{'a': 0.01, 'e': 0.015452260123909515}",20,16,8.223649197,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,FALSE,"{'a': 0.01, 'e': 0.015298507566725518}",20,15,5.925524107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,FALSE,"{'a': 0.01, 'e': 0.01514628487304698}",20,0,18.43844902,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
420,FALSE,"{'a': 0.01, 'e': 0.014995576820477703}",30,18,19.51725745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,FALSE,"{'a': 0.01, 'e': 0.014846368338086832}",20,13,11.68385058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,FALSE,"{'a': 0.01, 'e': 0.014698644504901784}",20,9,20.20394816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,FALSE,"{'a': 0.01, 'e': 0.014552390548416123}",30,14,17.62585254,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,FALSE,"{'a': 0.01, 'e': 0.01440759184311235}",20,14,12.84610762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,FALSE,"{'a': 0.01, 'e': 0.014264233908999256}",30,9,35.00050135,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,FALSE,"{'a': 0.01, 'e': 0.014122302410163962}",20,0,26.8299907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,FALSE,"{'a': 0.01, 'e': 0.013981783153338296}",25,5,37.24024977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,FALSE,"{'a': 0.01, 'e': 0.013842662086479501}",20,6,24.99142649,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,FALSE,"{'a': 0.01, 'e': 0.013704925297364945}",25,0,36.13843581,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
430,FALSE,"{'a': 0.01, 'e': 0.013568559012200934}",25,14,19.83256542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,FALSE,"{'a': 0.01, 'e': 0.013433549594245302}",25,17,13.1760423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,FALSE,"{'a': 0.01, 'e': 0.013299883542443767}",20,0,6.461770149,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
433,FALSE,"{'a': 0.01, 'e': 0.013167547490079751}",20,0,30.24965159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,FALSE,"{'a': 0.01, 'e': 0.013036528203437736}",20,0,5.215405145,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
435,FALSE,"{'a': 0.01, 'e': 0.012906812580479862}",20,0,-11.96145835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
436,FALSE,"{'a': 0.01, 'e': 0.01277838764953576}",20,9,21.00825012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,FALSE,"{'a': 0.01, 'e': 0.012651240568005305}",20,3,24.72822123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,FALSE,"{'a': 0.01, 'e': 0.012525358621074385}",25,8,30.99317706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,FALSE,"{'a': 0.01, 'e': 0.012400729220443406}",25,18,15.18551075,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,FALSE,"{'a': 0.01, 'e': 0.012277339903068436}",25,0,0.64119148,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
441,FALSE,"{'a': 0.01, 'e': 0.012155178329914935}",25,17,15.67829183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,FALSE,"{'a': 0.01, 'e': 0.012034232284723775}",25,0,36.74988719,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,FALSE,"{'a': 0.01, 'e': 0.011914489672789647}",35,17,34.22151567,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,FALSE,"{'a': 0.01, 'e': 0.011795938519751562}",25,11,20.80651005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,FALSE,"{'a': 0.01, 'e': 0.011678566970395442}",20,6,13.19143926,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,FALSE,"{'a': 0.01, 'e': 0.011562363287468536}",30,19,20.99636387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,FALSE,"{'a': 0.01, 'e': 0.01144731585050571}",25,12,0.113354299,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
448,FALSE,"{'a': 0.01, 'e': 0.011333413154667387}",20,3,3.956639883,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
449,FALSE,"{'a': 0.01, 'e': 0.011220643809589084}",30,0,39.8496748,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,FALSE,"{'a': 0.01, 'e': 0.011108996538242306}",25,3,33.67633043,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,FALSE,"{'a': 0.01, 'e': 0.010998460175806881}",30,13,28.88283107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,FALSE,"{'a': 0.01, 'e': 0.01088902366855444}",20,0,24.43022851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,FALSE,"{'a': 0.01, 'e': 0.010780676072743084}",25,0,8.210406667,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
454,FALSE,"{'a': 0.01, 'e': 0.010673406553522925}",20,3,30.11696609,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,FALSE,"{'a': 0.01, 'e': 0.010567204383852655}",20,9,19.96398534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,FALSE,"{'a': 0.01, 'e': 0.010462058943426795}",20,15,9.108295949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,FALSE,"{'a': 0.01, 'e': 0.010357959717613696}",20,1,25.34155166,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,FALSE,"{'a': 0.01, 'e': 0.010254896296404022}",25,5,30.8298168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,FALSE,"{'a': 0.01, 'e': 0.010152858373369763}",25,13,19.80931118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,FALSE,"{'a': 0.01, 'e': 0.010051835744633576}",20,4,28.79435943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,FALSE,"{'a': 0.01, 'e': 0.00995181830784842}",25,1,34.56775819,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,TRUE,"{'a': 0, 'e': 0}",30,24,12.74581376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,TRUE,"{'a': 0, 'e': 0}",20,3,23.49278187,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,TRUE,"{'a': 0, 'e': 0}",30,4,41.26991607,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,TRUE,"{'a': 0, 'e': 0}",20,16,7.421301611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,TRUE,"{'a': 0, 'e': 0}",20,6,21.85316396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,TRUE,"{'a': 0, 'e': 0}",25,1,30.4312945,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,TRUE,"{'a': 0, 'e': 0}",25,12,20.72780202,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,TRUE,"{'a': 0, 'e': 0}",20,9,18.16673811,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,TRUE,"{'a': 0, 'e': 0}",25,9,24.78661398,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,TRUE,"{'a': 0, 'e': 0}",25,11,21.96227511,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
